Volcano Number,Volcano Name,Country,Latitude,Longitude,Elevation
355835,Jorcada,Bolivia,-22.08,-67.77,5750
355836,Quetena,Bolivia,-22.25,-67.42,5730
355837,Sunequera,Bolivia,-21.98,-67.23,5899
355838,Uturuncu,Bolivia,-22.27,-67.18,6008
355840,"Tatio, Volcan",Chile,-22.42,-68.02,5314
355841,"Volcan, El",Chile,-22.33,-67.97,5100
355842,"Tocorpuri, Cerros de",Chile-Bolivia,-22.439,-67.888,5808
355843,"Zapaleri, Cerro",Chile,-22.82,-67.18,5643
355844,Poquis,Chile,-23.02,-67.05,5770
355845,Curutu,Chile,-23.17,-67.07,5394
355846,Losloyo,Chile,-23.13,-67.37,5343
355847,Potor,Chile,-23.2,-67.67,5318
355848,Hecar,Chile,-23.23,-67.75,5029
355849,"Verde, Laguna",Chile,-23.252,-67.71,5464
355850,"Rio Negro, Cerro de",Chile,-23.398,-67.582,5067
355851,Tumisa,Chile,-23.45,-67.82,5671
355852,Lejia,Chile,-23.55,-67.77,5790
355853,Miscanti,Chile,-23.67,-67.72,5613
355854,Laco,Chile,-23.8,-67.5,5472
355855,Incaguasi,Chile,-24.03,-67.53,5689
355856,Capur,Chile,-24.02,-67.85,5216
355857,Aguas Delgadas,Chile,-24.45,-68.4,0
355858,"Niebla, Cerro de la",Chile,-25.25,-68.63,4500
355859,"Azufre, El",Chile,-25.37,-68.88,5480
355860,Piedra Parada,Chile,-26.4,-68.75,5920
355861,San Francisco,Chile,-26.9,-68.27,6018
355862,Tres Cruces,Chile,-27.08,-68.8,6620
355863,"Patos, Los",Chile,-27.27,-69,6250
355864,"Queva, Nevado",Argentina,-24.309,-66.732,6134
355865,Tocomar,Argentina,-24.2,-66.5,4950
355866,Gemelos-Saladillo,Argentina,-24.75,-66.17,0
355867,Antofalla,Argentina,-25.55,-67.92,6409
355868,"Galan, Cerro",Argentina,-25.93,-66.92,6000
355869,"Colorado, Cerro",Argentina,-26.18,-68.37,6049
355870,Incapillo,Argentina,-27.9,-68.8,5750
356010,San Felix,Chile,-26.294,-80.112,159
356020,Robinson Crusoe,Chile,-33.658,-78.85,922
356040,Seamount JF6,Chile,-33.427,-76.87,-642
356800,Sala y Gomez,Chile,-26.47,-105.47,15
356801,Alexander Selkirk,Chile,-33.763,-80.811,1266
357071,Cochiquito Volcanic Group,Argentina,-36.739,-69.834,1435
357800,Tupungato,Chile-Argentina,-33.359,-69.77,6570
357801,"Piuquenes, Nevado de los",Chile-Argentina,-33.52,-69.83,6019
357802,Northern Mendoza Volcanic Field,Argentina,-34.67,-69,0
357803,Llancanelo Volcanic Field,Argentina,-35.75,-69.25,1876
357804,Puelche Volcanic Field,Chile,-35.78,-70.48,3140
357805,Sordo Lucas,Chile,-34.987,-70.456,3349
357806,"Nevado, Cerro",Argentina,-35.58,-68.489,3791
357807,Auca Mahuida Volcanic Field,Argentina,-37.738,-68.924,2243
357808,"Nevada, Sierra",Chile,-38.58,-71.58,2554
357809,Pino Hachado,Argentina,-38.679,-70.814,2017
357810,"Trautrén, Cerro",Chile-Argentina,-39.17,-71.4,1846
357811,"Caburgua, Nevados de",Chile,-39.17,-70.53,1862
357812,"Maichín, Cerro",Chile,-39.35,-71.55,0
357813,Quinchilca,Chile,-39.68,-72.008,1632
358021,Cuernos del Diablo,Chile,-41.363,-72.005,1846
358058,Rio Murta,Chile,-46.17,-72.708,681
360800,"Vigie, Morne la",Haiti,18.78,-72.28,831
360801,Thomazeau,Haiti,18.68,-72.08,0
360802,San Juan,Dominican Republic,18.87,-71.33,0
360803,Dos Hermanos,Dominican Republic,18.75,-70.92,0
360804,Valle Nuevo,Dominican Republic,18.83,-70.67,0
360805,South East Range,Saint Kitts and Nevis,17.33,-62.77,900
360806,Northern Centres,Netherlands,17.508,-62.992,0
360807,Silver Hills,United Kingdom,16.81,-62.194,403
360808,Centre Hills,United Kingdom,16.759,-62.196,741
360809,Septentrional Chain,France,16.23,-61.72,744
360810,Axial Chain,France,16.12,-61.7,1354
360811,Bouillante Chain,France,16.12,-61.75,420
360812,"Caraïbes, Monts",France,15.97,-61.68,687
360813,Terre de Bas,France,15.87,-61.63,274
360814,Foundland,Dominica,15.27,-61.28,960
360815,"Carbets, Pitons de",France,14.7,-61.12,1196
360816,Unnamed,France,14.65,-61.08,0
360817,"Garu, Morne",Saint Vincent and the Grenadines,13.292,-61.2,1074
360818,Grand Bonhomme,Saint Vincent and the Grenadines,13.22,-61.208,1021
371800,Fagradalsfjall,Iceland,63.9,-22.27,385
371801,Grensdalur,Iceland,64.02,-21.17,497
371802,Lyngdalsheidi,Iceland,64.15,-20.9,404
371803,Geysir,Iceland,64.32,-20.3,700
371804,Hlodufell,Iceland,64.93,-20.53,1188
371805,Thorisjokull,Iceland,64.53,-20.7,1350
371806,Ok,Iceland,64.62,-20.88,1141
371807,Eríksjokull,Iceland,64.77,-20.4,1675
371808,Hrutfell,Iceland,64.73,-19.72,1396
371809,Blafell,Iceland,64.492,-19.87,1204
371810,Hreppar,Iceland,64.42,-19.5,0
372800,Strutur,Iceland,63.839,-18.932,956
373800,Tungnaarfjoll,Iceland,64.164,-18.496,983
373801,Kistufell,Iceland,64.781,-17.21,1436
373802,Valdalda,Iceland,64.97,-16.48,941
373803,Herdubreid,Iceland,65.18,-16.35,1682
373804,Sellandafjall,Iceland,65.42,-17.03,988
373805,Blafjall,Iceland,65.43,-16.85,1222
373806,Burfell,Iceland,65.55,-16.65,953
373807,Fjallgardar Ridge,Iceland,65.5,-15.67,1035
373808,Gaesafjoll,Iceland,65.775,-16.88,882
373809,Lambafjoll,Iceland,65.875,-16.875,840
377800,Sigurd,Norway,79.17,13.5,1100
377801,Halvdan,Norway,79.33,13.5,834
377802,Sverrefjell,Norway,79.43,13.3,506
384030,Sao Vicente,Cape Verde,16.85,-24.97,725
384800,Santo Antao,Cape Verde,17.07,-25.17,1979
384801,Sao Nicolau,Cape Verde,16.62,-24.35,1270
385051,Trindade,Brazil,-20.514,-29.331,600
385801,Martin Vaz,Brazil,-20.47,-28.85,175
386800,Inaccessible Island,United Kingdom,-37.303,-12.699,563
386801,Gough Island,United Kingdom,-40.32,-9.93,910
390014,Unnamed,Antarctica,-73.45,164.58,2987
390810,Gaussberg,Antarctica,-66.78,89.3,370
390811,Adare Peninsula,Antarctica,-71.7,170.6,2083
390812,"Rittmann, Mount",Antarctica,-73.45,165.5,2600
390813,Terror,Antarctica,-77.52,168.55,3262
390814,Hut Point Peninsula,Antarctica,-77.75,166.75,431
390815,White Island,Antarctica,-78.17,167.5,762
390816,Black Island,Antarctica,-78.22,166.33,1041
390817,Transantarctic Mountain Foothills,Antarctica,-78,163.83,0
390818,Mason Spurr,Antarctica,-78.58,164.37,0
390819,Taylor Valley,Antarctica,-77.748,161.526,1489
390820,Bursey,Antarctica,-76,-132.67,2787
390821,Obiglio,Antarctica,-74.458,-131.848,488
390822,Shepard Island,Antarctica,-74.424,-132.55,487
390823,Crary Group,Antarctica,-76.767,-117.717,3654
390824,Murphy,Antarctica,-75.37,-110.67,2703
390825,Beethoven Peninsula,Antarctica,-71.55,-73.42,1050
390826,Brabant Island,Antarctica,-64.28,-62.33,2522
390827,Livingston-Greenwich Islands,Antarctica,-62.52,-60.02,530
390828,Tabarin Peninsula,Antarctica,-63.6,-57,730
390830,Argo Point,Antarctica,-66.25,-60.92,360
390844,Franklin Island,Antarctica,-76.17,168.38,247
390845,Beaufort Island,Antarctica,-76.98,167.02,740
422820,Lenderut,Kenya,-2.095,36.285,1225
422821,Shombole,Kenya,-2.131,36.1,1527
422826,Tukuyu,Tanzania,-9.26,33.648,1541
422827,Katete,Tanzania,-9.112,33.746,2481
430815,"Qiranah, Jabal al",Jordan,30.73,35.75,0
461838,Raja-Sabanda,Indonesia,-2.228,101.43,2527
461839,Hulunilo,Indonesia,-2.418,101.776,2469
461840,Tungkat,Indonesia,-2.48,102.026,1576
464807,Ramu-Labumbu,Indonesia,-8.416,118.207,1086
590835,Discovery,Antarctica,-78.374,165.015,2578
