Volcano Number,Volcano Name,Country,Latitude,Longitude,Elevation
343130,"Tigre, Isla el",Honduras,13.272,-87.641,783
343140,"Zacate Grande, Isla",Honduras,13.33,-87.63,640
343150,"Yojoa, Lake",Honduras,14.98,-87.98,1090
343160,Utila Island,Honduras,16.12,-86.882,74
344010,Cosiguina,Nicaragua,12.98,-87.57,872
344020,San Cristobal,Nicaragua,12.702,-87.004,1745
344040,Telica,Nicaragua,12.606,-86.84,1036
344060,Rota,Nicaragua,12.55,-86.75,832
344070,"Negro, Cerro",Nicaragua,12.506,-86.702,728
344080,"Pilas, Las",Nicaragua,12.495,-86.688,1088
344090,Momotombo,Nicaragua,12.423,-86.539,1270
344091,Apoyeque,Nicaragua,12.242,-86.342,518
344092,Nejapa-Miraflores,Nicaragua,12.12,-86.32,360
344100,Masaya,Nicaragua,11.985,-86.165,594
344101,Granada,Nicaragua,11.92,-85.98,300
344110,Mombacho,Nicaragua,11.826,-85.968,1344
344111,Zapatera,Nicaragua,11.73,-85.82,629
344120,Concepcion,Nicaragua,11.538,-85.622,1700
344131,Esteli,Nicaragua,13.17,-86.4,899
344132,"Ciguatepe, Cerro el",Nicaragua,12.53,-86.142,603
344133,"Lajas, Las",Nicaragua,12.3,-85.73,926
345010,Orosi,Costa Rica,10.98,-85.473,1659
345020,Rincon de la Vieja,Costa Rica,10.83,-85.324,1916
345030,Miravalles,Costa Rica,10.748,-85.153,2028
345031,Tenorio,Costa Rica,10.673,-85.015,1916
345033,Arenal,Costa Rica,10.463,-84.703,1670
345034,Platanar,Costa Rica,10.3,-84.366,2267
345040,Poas,Costa Rica,10.2,-84.233,2708
345050,Barva,Costa Rica,10.135,-84.1,2906
345060,Irazu,Costa Rica,9.979,-83.852,3432
345070,Turrialba,Costa Rica,10.025,-83.767,3340
346010,Baru,Panama,8.808,-82.543,3474
346030,"Valle, El",Panama,8.58,-80.17,1185
351011,Romeral,Colombia,5.203,-75.363,3769
351012,"Bravo, Cerro",Colombia,5.091,-75.293,3985
351020,"Ruiz, Nevado del",Colombia,4.892,-75.324,5279
351021,Santa Isabel,Colombia,4.818,-75.365,4944
351030,"Tolima, Nevado del",Colombia,4.658,-75.33,5215
351040,Machin,Colombia,4.487,-75.389,2749
351050,"Huila, Nevado del",Colombia,2.93,-76.03,5364
351060,Purace,Colombia,2.32,-76.4,4650
351061,Sotara,Colombia,2.108,-76.592,4400
351062,Petacas,Colombia,1.666,-76.814,3280
351070,Dona Juana,Colombia,1.5,-76.936,4137
351080,Galeras,Colombia,1.22,-77.37,4276
351090,Azufral,Colombia,1.08,-77.68,4070
351100,Cumbal,Colombia,0.95,-77.87,4764
351110,Chiles-Cerro Negro,Colombia-Ecuador,0.817,-77.938,4698
352001,Soche,Ecuador,0.552,-77.58,3955
352002,Chachimbiro,Ecuador,0.468,-78.287,4106
352003,Cuicocha,Ecuador,0.308,-78.364,3246
352004,Imbabura,Ecuador,0.258,-78.183,4609
352005,Mojanda,Ecuador,0.13,-78.27,4263
352006,Cayambe,Ecuador,0.029,-77.986,5790
352010,Reventador,Ecuador,-0.077,-77.656,3562
352011,Pululahua,Ecuador,0.038,-78.463,3356
352020,Guagua Pichincha,Ecuador,-0.171,-78.598,4784
352021,Atacazo,Ecuador,-0.353,-78.617,4463
352022,Chacana,Ecuador,-0.375,-78.25,4643
352030,Antisana,Ecuador,-0.481,-78.141,5753
352031,Aliso,Ecuador,-0.53,-78,4267
352040,Sumaco,Ecuador,-0.538,-77.626,3990
352041,Illiniza,Ecuador,-0.659,-78.714,5248
352050,Cotopaxi,Ecuador,-0.677,-78.436,5911
352060,Quilotoa,Ecuador,-0.85,-78.9,3914
352071,Chimborazo,Ecuador,-1.464,-78.815,6310
352080,Tungurahua,Ecuador,-1.467,-78.442,5023
352081,Licto,Ecuador,-1.78,-78.613,3336
352090,Sangay,Ecuador,-2.005,-78.341,5286
353010,Fernandina,Ecuador,-0.37,-91.55,1476
353011,Ecuador,Ecuador,-0.02,-91.546,790
353020,Wolf,Ecuador,0.02,-91.35,1710
353030,Darwin,Ecuador,-0.18,-91.28,1330
353040,Alcedo,Ecuador,-0.43,-91.12,1130
353050,"Negra, Sierra",Ecuador,-0.83,-91.17,1124
353060,"Azul, Cerro",Ecuador,-0.92,-91.408,1640
353070,Pinta,Ecuador,0.58,-90.75,780
353080,Marchena,Ecuador,0.33,-90.47,343
353081,Genovesa,Ecuador,0.32,-89.958,64
353090,Santiago,Ecuador,-0.22,-90.77,920
353091,Santa Cruz,Ecuador,-0.62,-90.33,864
353120,San Cristobal,Ecuador,-0.88,-89.5,759
354000,Quimsachata,Peru,-14.176,-71.351,3693
354001,"Auquihuato, Cerro",Peru,-15.07,-73.18,4980
354002,Sara Sara,Peru,-15.33,-73.45,5522
354003,Coropuna,Peru,-15.52,-72.65,6377
354004,Andahua-Orcopampa,Peru,-15.42,-72.33,4713
354005,Huambo,Peru,-15.83,-72.13,4550
354006,Sabancaya,Peru,-15.787,-71.857,5960
354007,"Chachani, Nevado",Peru,-16.191,-71.53,6057
354008,"Nicholson, Cerro",Peru,-16.261,-71.754,2525
354010,"Misti, El",Peru,-16.294,-71.409,5822
354020,Ubinas,Peru,-16.355,-70.903,5672
354030,Huaynaputina,Peru,-16.608,-70.85,4850
354031,Ticsani,Peru,-16.755,-70.595,5408
354040,Tutupaca,Peru,-17.026,-70.372,5801
354050,Yucamane,Peru,-17.184,-70.196,5495
354060,"Casiri, Nevados",Peru,-17.47,-69.813,5650
355010,Tacora,Chile-Peru,-17.72,-69.77,5980
355011,Taapaca,Chile,-18.1,-69.5,5860
355012,Parinacota,Chile-Bolivia,-18.166,-69.142,6336
355020,Guallatiri,Chile,-18.42,-69.092,6071
355021,Tambo Quemado,Bolivia,-18.62,-68.75,4215
355030,Isluga,Chile,-19.15,-68.83,5550
355032,Tata Sabaya,Bolivia,-19.13,-68.53,5430
355035,"Jayu Khota, Laguna",Bolivia,-19.463,-67.432,3650
355036,Jatun Mundo Quri Warani,Bolivia,-19.78,-66.48,5438
355040,Irruputuncu,Chile-Bolivia,-20.73,-68.55,5163
355042,Pampa Luxsar,Bolivia,-20.85,-68.2,5543
355050,Olca-Paruma,Chile-Bolivia,-20.939,-68.413,5705
355061,"Azufre, Cerro del",Chile,-21.787,-68.237,5846
355070,San Pedro-San Pablo,Chile,-21.888,-68.391,6142
355090,Putana,Chile,-22.557,-67.853,5884
355091,Sairecabur,Chile-Bolivia,-22.72,-67.892,5971
355092,Licancabur,Chile-Bolivia,-22.83,-67.88,5916
355093,Guayaques,Chile-Bolivia,-22.895,-67.566,5598
355094,Purico Complex,Chile,-23,-67.75,5703
355095,Colachi,Chile,-23.236,-67.645,5631
355096,Acamarachi,Chile,-23.292,-67.618,6023
355097,"Overo, Cerro",Chile,-23.52,-67.67,4555
355098,Chiliques,Chile,-23.58,-67.7,5778
355100,Lascar,Chile,-23.37,-67.73,5592
355101,Cordon de Puntas Negras,Chile,-23.743,-67.534,5852
355102,Miniques,Chile,-23.82,-67.77,5910
355103,"Tujle, Cerro",Chile,-23.83,-67.95,3550
355104,Caichinque,Chile,-23.949,-67.74,4458
355105,Tilocalar,Chile,-23.97,-68.13,3109
355106,"Negrillar, El",Chile,-24.18,-68.25,3500
355107,Pular,Chile,-24.188,-68.054,6233
355108,"Negrillar, La",Chile,-24.319,-68.59,4220
355109,Socompa,Chile-Argentina,-24.396,-68.246,6031
355110,Llullaillaco,Chile-Argentina,-24.72,-68.53,6739
355112,Escorial,Chile-Argentina,-25.083,-68.367,5451
355120,Lastarria,Chile-Argentina,-25.168,-68.507,5706
355121,Cordon del Azufre,Chile-Argentina,-25.336,-68.521,5481
355122,"Bayo Gorbea, Cerro",Chile-Argentina,-25.414,-68.588,5413
355123,"Nevada, Sierra",Chile-Argentina,-26.48,-68.58,6173
355124,Falso Azufre,Chile-Argentina,-26.8,-68.37,5906
355125,"Incahuasi, Nevado de",Chile-Argentina,-27.033,-68.296,6638
355130,"Ojos del Salado, Nevados",Chile-Argentina,-27.109,-68.541,6879
355131,"Solo, El",Chile-Argentina,-27.105,-68.713,6205
355150,Tuzgle,Argentina,-24.05,-66.48,5486
355160,Aracar,Argentina,-24.29,-67.783,6095
355161,Unnamed,Argentina,-25.078,-68.266,4652
355180,Antofagasta Volcanic Field,Argentina,-26.12,-67.4,3495
355190,"Condor, El",Argentina,-26.632,-68.361,6373
355200,Peinado,Argentina,-26.623,-68.116,5741
355210,"Blanco, Cerro",Argentina,-26.789,-67.765,4670
355220,Tipas,Argentina,-27.196,-68.561,6658
356011,Easter Island,Chile,-27.15,-109.38,511
357010,Tupungatito,Chile-Argentina,-33.425,-69.797,5660
357020,San Jose,Chile-Argentina,-33.789,-69.895,6070
357021,Maipo,Chile-Argentina,-34.164,-69.832,5323
357022,Palomo,Chile,-34.608,-70.295,4860
357023,"Atuel, Caldera del",Argentina,-34.65,-70.05,5189
357024,Risco Plateado,Argentina,-34.917,-69.981,4999
357030,Tinguiririca,Chile,-34.814,-70.352,4280
357040,Planchon-Peteroa,Chile,-35.223,-70.568,3977
357041,Infiernillo,Argentina,-35.123,-69.9,3007
357042,Calabozos,Chile,-35.558,-70.496,3508
357050,Descabezado Grande,Chile,-35.58,-70.75,3953
357060,"Azul, Cerro",Chile,-35.653,-70.761,3788
357061,"Maule, Laguna del",Chile,-36.058,-70.492,2162
357062,San Pedro-Pellado,Chile,-35.989,-70.849,3621
357063,"Longavi, Nevado de",Chile,-36.193,-71.161,3242
357064,"Blancas, Lomas",Chile,-36.286,-71.009,2268
357065,"Resago, Volcan",Chile,-36.45,-70.92,1890
357066,Payun Matru,Argentina,-36.422,-69.241,3715
357067,Domuyo,Argentina,-36.638,-70.432,4702
357070,"Chillan, Nevados de",Chile,-36.868,-71.378,3180
357072,Tromen,Argentina,-37.144,-70.033,4114
357080,Antuco,Chile,-37.406,-71.349,2979
357081,Trolon,Argentina,-37.738,-70.906,2360
357090,Copahue,Chile-Argentina,-37.856,-71.183,2953
357091,Callaqui,Chile,-37.92,-71.45,3164
357092,"Mariñaqui, Laguna",Chile,-38.255,-71.167,2108
357093,Tolhuaca,Chile,-38.31,-71.645,2739
357100,Lonquimay,Chile,-38.379,-71.586,2832
357101,Tralihue,Argentina,-38.509,-70.898,2448
357102,"Blanca, Laguna",Argentina,-39.02,-70.37,1700
357110,Llaima,Chile,-38.692,-71.729,3125
357111,Sollipulli,Chile,-38.97,-71.52,2282
357112,Caburgua-Huelemolle,Chile,-39.25,-71.75,1652
357120,Villarrica,Chile,-39.42,-71.93,2847
357121,Quetrupillan,Chile,-39.5,-71.7,2360
357122,Lanin,Chile-Argentina,-39.637,-71.502,3776
357123,Huanquihue Group,Argentina,-39.887,-71.58,2189
357130,Mocho-Choshuenco,Chile,-39.927,-72.027,2422
357140,Carran-Los Venados,Chile,-40.35,-72.07,1114
357150,Puyehue-Cordon Caulle,Chile,-40.59,-72.117,2236
357152,"Pantojo, Cerro",Chile-Argentina,-40.768,-71.943,1897
357153,Antillanca Group,Chile,-40.771,-72.153,1990
357160,Puntiagudo-Cordon Cenizos,Chile,-40.969,-72.264,2493
358010,Osorno,Chile,-41.105,-72.496,2659
358011,Tronador,Chile-Argentina,-41.157,-71.885,3478
358012,Cayutue-La Vigueria,Chile,-41.25,-72.27,506
358020,Calbuco,Chile,-41.33,-72.618,1974
358022,Yate,Chile,-41.755,-72.396,2187
358023,Hornopiren,Chile,-41.874,-72.431,1572
358024,Apagado,Chile,-41.88,-72.58,1210
358025,Crater Basalt Volcanic Field,Argentina,-42.018,-70.194,1344
358030,Huequi,Chile,-42.377,-72.578,1318
358040,Michinmahuida,Chile,-42.799,-72.445,2452
358041,Chaiten,Chile,-42.833,-72.646,1122
358049,Yanteles,Chile,-43.497,-72.81,2049
358050,Corcovado,Chile,-43.189,-72.794,1826
358052,Melimoyu,Chile,-44.08,-72.88,2400
358053,Puyuhuapi,Chile,-44.3,-72.53,524
358054,Mentolat,Chile,-44.7,-73.08,1660
358055,Cay,Chile,-45.059,-72.984,2090
358056,Maca,Chile,-45.1,-73.17,2960
358057,"Hudson, Cerro",Chile,-45.9,-72.97,1905
358059,Arenales,Chile,-47.2,-73.48,3437
358060,Lautaro,Chile,-49.019,-73.504,3542
358062,Aguilera,Chile,-50.33,-73.75,2546
358063,Reclus,Chile,-50.964,-73.585,1000
358064,Meullin,Chile,-45.22,-73.05,1080
358070,"Burney, Monte",Chile,-52.33,-73.4,1758
358080,Pali-Aike Volcanic Field,Chile-Argentina,-52.082,-69.698,282
358090,Fueguino,Chile,-54.97,-70.262,157
360010,Saba,Netherlands,17.63,-63.23,887
360020,"Quill, The",Netherlands,17.478,-62.96,601
360030,Liamuiga,Saint Kitts and Nevis,17.37,-62.8,1156
360040,Nevis Peak,Saint Kitts and Nevis,17.15,-62.58,985
360050,Soufriere Hills,United Kingdom,16.72,-62.18,915
360060,Soufriere Guadeloupe,France,16.044,-61.664,1467
360080,"Diables, Morne aux",Dominica,15.612,-61.43,861
360090,"Diablotins, Morne",Dominica,15.503,-61.397,1430
360100,"Trois Pitons, Morne",Dominica,15.37,-61.33,1387
360101,"Watt, Morne",Dominica,15.307,-61.305,1224
360110,"Plat Pays, Morne",Dominica,15.255,-61.341,940
360120,Pelee,France,14.809,-61.165,1394
360140,Qualibou,Saint Lucia,13.83,-61.05,777
360150,Soufriere St. Vincent,Saint Vincent and the Grenadines,13.33,-61.18,1220
360160,Kick 'em Jenny,Grenada,12.3,-61.64,-185
360170,St. Catherine,Grenada,12.15,-61.67,840
370010,Snaefellsjokull,Iceland,64.8,-23.783,1446
370020,Helgrindur,Iceland,64.866,-23.283,986
370030,Ljosufjoll,Iceland,64.9,-22.483,1063
371020,Reykjanes,Iceland,63.85,-22.566,140
371022,Eldey,Iceland,63.733,-23,70
371030,Krysuvik,Iceland,63.883,-22.083,360
371040,Brennisteinsfjoll,Iceland,63.933,-21.783,610
371050,Hengill,Iceland,64.083,-21.416,803
371051,Hromundartindur,Iceland,64.083,-21.333,550
371060,Grimsnes,Iceland,64.05,-20.883,200
371070,Prestahnukur,Iceland,64.583,-20.666,1385
371080,Langjokull,Iceland,64.85,-19.7,1100
371090,Hofsjokull,Iceland,64.833,-18.766,1765
372010,Vestmannaeyjar,Iceland,63.416,-20.266,283
372020,Eyjafjallajokull,Iceland,63.633,-19.633,1651
372030,Katla,Iceland,63.633,-19.083,1490
372040,Tindfjallajokull,Iceland,63.783,-19.716,1464
372050,Torfajokull,Iceland,63.892,-19.122,1280
372070,Hekla,Iceland,63.983,-19.666,1490
373010,Grimsvotn,Iceland,64.416,-17.316,1719
373012,Thordarhyrna,Iceland,64.267,-17.617,1650
373030,Bardarbunga,Iceland,64.633,-17.516,2000
373040,Tungnafellsjokull,Iceland,64.75,-17.916,1523
373050,Kverkfjoll,Iceland,64.653,-16.647,1930
373060,Askja,Iceland,65.033,-16.783,1080
373070,Fremrinamar,Iceland,65.416,-16.666,970
373080,Krafla,Iceland,65.715,-16.728,800
373082,Heidarspordar,Iceland,65.583,-16.817,490
373090,Theistareykir,Iceland,65.833,-17.166,540
373100,Tjornes Fracture Zone,Iceland,66.309,-17.118,-75
374010,Oraefajokull,Iceland,64.05,-16.633,2010
374020,Esjufjoll,Iceland,64.25,-16.583,1620
374801,Snaefell,Iceland,64.783,-15.55,1833
375010,Kolbeinsey Ridge,Iceland,66.67,-18.5,5
376010,Jan Mayen,Norway,71.082,-8.155,2197
377020,East Gakkel Ridge at 85°E,Undersea Features,85.608,85.25,-3800
381040,Pico Fracture Zone,Undersea Features,38.75,-38.08,-4200
382001,Flores,Portugal,39.462,-31.216,914
382002,Corvo,Portugal,39.699,-31.111,718
382010,Fayal,Portugal,38.6,-28.73,1043
382020,Pico,Portugal,38.47,-28.4,2351
382030,San Jorge,Portugal,38.65,-28.08,1053
382040,Graciosa,Portugal,39.02,-27.97,402
382050,Terceira,Portugal,38.73,-27.32,1023
382070,Don Joao de Castro Bank,Portugal,38.23,-26.63,-13
382080,Sete Cidades,Portugal,37.87,-25.78,856
382081,Picos Volcanic System,Portugal,37.78,-25.67,350
382090,Agua de Pau,Portugal,37.77,-25.47,947
382100,Furnas,Portugal,37.77,-25.32,805
382110,Monaco Bank,Portugal,37.6,-25.88,-197
382120,Madeira,Portugal,32.73,-16.97,1862
383010,La Palma,Spain,28.57,-17.83,2426
383020,Hierro,Spain,27.73,-18.03,1500
383030,Tenerife,Spain,28.271,-16.641,3715
383040,Gran Canaria,Spain,28,-15.58,1950
383050,Fuerteventura,Spain,28.358,-14.02,529
383060,Lanzarote,Spain,29.03,-13.63,670
384010,Fogo,Cape Verde,14.95,-24.35,2829
384020,Brava,Cape Verde,14.85,-24.72,900
385030,Romanche Fracture Zone,Undersea Features,-0.433,-19.596,-1528
385050,Ascension,United Kingdom,-7.95,-14.37,858
385052,Walvis Ridge at 33°S,Undersea Features,-32.958,-5.22,-1200
386010,Tristan da Cunha,United Kingdom,-37.092,-12.28,2060
386011,Nightingale Island,United Kingdom,-37.42,-12.48,365
386020,Bouvet,Norway,-54.408,3.351,741
390010,Buckle Island,Antarctica,-66.78,163.25,1239
390011,Young Island,Antarctica,-66.42,162.47,1340
390012,Sturge Island,Antarctica,-67.4,164.83,1167
390013,"Pleiades, The",Antarctica,-72.67,165.5,3040
390015,Melbourne,Antarctica,-74.35,164.7,2732
390016,Unnamed,Antarctica,-76.83,163,-500
390017,Morning,Antarctica,-78.5,163.53,2723
390020,Erebus,Antarctica,-77.53,167.17,3794
390021,Royal Society Range,Antarctica,-78.25,163.33,3000
390022,Berlin,Antarctica,-76.05,-136,3478
390023,Andrus,Antarctica,-75.8,-132.33,2978
390024,Waesche,Antarctica,-77.17,-126.88,3292
390025,Siple,Antarctica,-73.43,-126.67,3110
390026,Toney Mountain,Antarctica,-75.8,-115.83,3595
390027,Takahe,Antarctica,-76.28,-112.08,3460
390028,Hudson Mountains,Antarctica,-74.33,-99.42,749
390029,Peter I Island,Antarctica,-68.85,-90.58,1640
390030,Deception Island,Antarctica,-63.001,-60.652,602
390031,Penguin Island,Antarctica,-62.1,-57.93,180
390040,Bridgeman Island,Antarctica,-62.061,-56.717,240
390041,Paulet,Antarctica,-63.579,-55.78,353
390050,Seal Nunataks Group,Antarctica,-65.03,-60.05,368
390070,Southern Thule,United Kingdom,-59.442,-27.225,1075
390080,Bristol Island,United Kingdom,-59.017,-26.533,1100
390081,Montagu Island,United Kingdom,-58.445,-26.374,1370
390090,Saunders,United Kingdom,-57.8,-26.483,843
390100,Candlemas Island,United Kingdom,-57.08,-26.67,550
390110,Hodson,United Kingdom,-56.712,-27.176,835
390120,Leskov Island,United Kingdom,-56.656,-28.14,190
390130,Zavodovski,United Kingdom,-56.3,-27.57,551
390140,Protector Seamounts,United Kingdom,-55.912,-28.167,-55
390829,James Ross Island,Antarctica,-64.15,-57.75,1630
390847,Melville,Antarctica,-62.02,-57.67,549
